"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"30909","not_working","associates","not_married","services","White","Female","north_america","<=50K",62,7,"no_investment"
"30910","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",32,38,"no_investment"
"30911","not_working","associates","married","office","White","Male","north_america",">50K",38,40,"no_investment"
"30912","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",32,40,"investor"
"30913","not_working","bachelors","married","office","White","Female","north_america","<=50K",55,40,"investor"
"30914","not_working","graduate_deg","married","office","White","Male","north_america",">50K",38,70,"investor"
"30915","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",34,30,"no_investment"
"30916","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",28,20,"no_investment"
"30917","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",26,37,"no_investment"
"30918","not_working","hs_grad","married","office","White","Male","north_america","<=50K",41,40,"no_investment"
"30919","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",61,40,"investor"
"30920","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",75,40,"investor"
"30921","not_working","associates","married","services","White","Female","south_america","<=50K",21,50,"no_investment"
"30922","not_working","hs_grad","married","services","White","Male","north_america",">50K",50,40,"no_investment"
"30923","private","hs_grad","married","office","White","Male","north_america",">50K",49,60,"no_investment"
"30924","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",26,65,"no_investment"
"30925","not_working","no_hs","never_married","services","White","Male","south_america","<=50K",39,40,"no_investment"
"30926","self_emp","hs_grad","never_married","office","Asian-Pac-Islander","Male","north_america","<=50K",24,40,"no_investment"
"30927","not_working","hs_grad","married","services","White","Male","north_america","<=50K",56,18,"no_investment"
"30928","not_working","some_hs","never_married","services","Black","Male","north_america","<=50K",17,17,"no_investment"
"30929","not_working","hs_grad","married","labor","White","Male","north_america",">50K",37,52,"no_investment"
"30930","not_working","associates","married","labor","White","Female","north_america","<=50K",23,30,"no_investment"
"30932","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",57,60,"no_investment"
"30933","government_emp","bachelors","married","office","White","Male","north_america",">50K",42,45,"no_investment"
"30934","not_working","bachelors","not_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"30935","not_working","bachelors","never_married","labor","White","Male","north_america","<=50K",22,20,"no_investment"
"30936","not_working","hs_grad","married","labor","Black","Male","north_america","<=50K",39,40,"no_investment"
"30937","not_working","some_hs","married","services","Black","Female","north_america",">50K",54,40,"no_investment"
"30938","private","bachelors","not_married","office","White","Male","north_america","<=50K",41,50,"no_investment"
"30939","government_emp","hs_grad","married","office","Amer-Indian-Eskimo","Male","north_america","<=50K",43,40,"no_investment"
"30940","not_working","hs_grad","never_married","labor","White","Female","north_america","<=50K",19,40,"no_investment"
"30941","not_working","hs_grad","married","office","White","Male","north_america","<=50K",35,40,"no_investment"
"30942","not_working","hs_grad","married","office","White","Male","asia_and_pacific",">50K",34,60,"no_investment"
"30943","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",19,30,"no_investment"
"30944","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",33,40,"no_investment"
"30945","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",33,52,"no_investment"
"30946","not_working","graduate_deg","married","office","White","Male","north_america",">50K",49,65,"no_investment"
"30947","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",31,50,"no_investment"
"30949","not_working","associates","married","office","White","Male","north_america",">50K",41,60,"investor"
"30950","not_working","hs_grad","not_married","labor","Other","Female","north_america","<=50K",24,40,"no_investment"
"30951","self_emp","hs_grad","not_married","office","White","Female","north_america",">50K",45,38,"no_investment"
"30952","not_working","bachelors","married","office","White","Male","north_america",">50K",63,45,"investor"
"30953","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",75,16,"no_investment"
"30954","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",34,40,"no_investment"
"30955","not_working","bachelors","married","office","Black","Male","north_america",">50K",69,50,"investor"
"30956","not_working","graduate_deg","never_married","office","White","Female","north_america","<=50K",33,40,"no_investment"
"30957","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",44,43,"no_investment"
"30958","not_working","bachelors","married","labor","White","Male","north_america",">50K",45,40,"investor"
"30959","not_working","some_hs","never_married","office","White","Female","north_america","<=50K",18,20,"no_investment"
"30960","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",48,52,"no_investment"
"30961","not_working","hs_grad","married","labor","White","Male","north_america",">50K",43,40,"no_investment"
"30962","not_working","hs_grad","married","labor","Black","Male","north_america",">50K",26,60,"investor"
"30963","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",35,50,"no_investment"
"30964","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",34,40,"no_investment"
"30965","not_working","hs_grad","married","office","White","Male","north_america",">50K",48,70,"no_investment"
"30966","government_emp","hs_grad","not_married","services","Black","Female","north_america","<=50K",54,40,"no_investment"
"30967","not_working","hs_grad","married","office","White","Male","north_america","<=50K",57,40,"no_investment"
"30968","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",21,60,"no_investment"
"30969","not_working","hs_grad","married","office","Amer-Indian-Eskimo","Male","north_america","<=50K",28,55,"no_investment"
"30970","not_working","associates","married","labor","White","Male","north_america",">50K",51,40,"no_investment"
"30971","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",34,53,"no_investment"
"30972","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",41,45,"no_investment"
"30973","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",21,27,"no_investment"
"30974","not_working","bachelors","married","office","White","Male","north_america",">50K",26,58,"no_investment"
"30975","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Female","north_america","<=50K",66,40,"no_investment"
"30976","not_working","graduate_deg","married","office","Asian-Pac-Islander","Male","asia_and_pacific",">50K",40,45,"investor"
"30977","not_working","associates","not_married","office","White","Female","north_america","<=50K",48,40,"no_investment"
"30979","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",41,40,"no_investment"
"30980","not_working","bachelors","married","defense","White","Male","north_america",">50K",41,60,"investor"
"30981","government_emp","associates","married","office","Asian-Pac-Islander","Male","north_america",">50K",55,40,"no_investment"
"30982","not_working","bachelors","not_married","office","White","Male","north_america",">50K",43,40,"no_investment"
"30983","not_working","associates","married","services","White","Male","europe",">50K",51,50,"no_investment"
"30984","not_working","some_hs","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"30985","self_emp","bachelors","married","labor","White","Male","north_america","<=50K",30,60,"investor"
"30986","not_working","hs_grad","married","office","White","Female","north_america","<=50K",51,40,"no_investment"
"30987","government_emp","hs_grad","not_married","services","Amer-Indian-Eskimo","Male","north_america","<=50K",31,40,"no_investment"
"30988","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",18,37,"no_investment"
"30989","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",60,40,"investor"
"30990","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Female","north_america","<=50K",29,40,"no_investment"
"30991","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",33,40,"no_investment"
"30992","not_working","no_hs","married","labor","White","Male","south_america","<=50K",34,40,"no_investment"
"30993","private","graduate_deg","never_married","services","White","Male","north_america","<=50K",40,99,"no_investment"
"30994","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",57,38,"no_investment"
"30995","government_emp","bachelors","married","office","White","Female","north_america","<=50K",55,60,"no_investment"
"30996","self_emp","associates","married","office","White","Male","north_america","<=50K",40,60,"no_investment"
"30997","self_emp","bachelors","never_married","office","White","Female","north_america","<=50K",26,35,"no_investment"
"30998","not_working","hs_grad","married","office","Amer-Indian-Eskimo","Male","north_america","<=50K",29,40,"no_investment"
"30999","not_working","bachelors","married","office","White","Female","south_america","<=50K",30,40,"no_investment"
"31000","not_working","graduate_deg","never_married","office","White","Male","north_america",">50K",29,50,"no_investment"
"31001","not_working","hs_grad","married","labor","White","Male","north_america",">50K",43,50,"no_investment"
"31002","not_working","some_hs","not_married","office","White","Female","north_america","<=50K",65,8,"no_investment"
"31003","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",19,35,"no_investment"
"31004","not_working","hs_grad","married","office","Asian-Pac-Islander","Male","asia_and_pacific",">50K",35,50,"investor"
"31005","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",28,40,"no_investment"
"31006","not_working","hs_grad","married","office","White","Male","north_america","<=50K",34,40,"no_investment"
"31007","not_working","associates","married","labor","White","Male","north_america",">50K",61,60,"investor"
"31008","government_emp","hs_grad","married","office","White","Female","north_america","<=50K",63,32,"no_investment"
"31009","self_emp","bachelors","married","office","White","Male","north_america",">50K",47,40,"no_investment"
"31010","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"31011","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",18,30,"investor"
"31012","not_working","bachelors","married","office","White","Male","north_america",">50K",29,45,"no_investment"
"31013","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",59,40,"no_investment"
"31014","not_working","graduate_deg","not_married","office","White","Male","north_america",">50K",50,62,"no_investment"
"31015","not_working","no_hs","married","labor","White","Male","north_america","<=50K",49,50,"investor"
"31016","not_working","bachelors","married","office","White","Male","north_america",">50K",60,45,"no_investment"
"31017","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",35,40,"no_investment"
"31018","government_emp","hs_grad","not_married","services","White","Male","north_america","<=50K",48,40,"no_investment"
"31020","not_working","hs_grad","not_married","services","Black","Male","north_america","<=50K",41,40,"no_investment"
"31021","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",56,50,"no_investment"
"31022","not_working","some_hs","never_married","services","Black","Male","north_america","<=50K",26,40,"no_investment"
"31023","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",53,40,"no_investment"
"31024","not_working","hs_grad","never_married","services","Black","Male","north_america","<=50K",23,40,"no_investment"
"31025","not_working","no_hs","married","labor","White","Male","north_america","<=50K",58,50,"no_investment"
"31026","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",61,40,"no_investment"
"31027","not_working","hs_grad","married","services","White","Male","north_america","<=50K",29,60,"no_investment"
"31028","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",22,40,"no_investment"
"31029","not_working","bachelors","married","office","White","Male","north_america",">50K",43,50,"investor"
"31030","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",31,30,"no_investment"
"31031","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",90,40,"no_investment"
"31032","not_working","associates","not_married","office","White","Female","north_america","<=50K",53,40,"no_investment"
"31034","not_working","hs_grad","married","labor","Black","Male","south_america","<=50K",55,40,"investor"
"31035","self_emp","graduate_deg","never_married","office","White","Female","north_america","<=50K",34,60,"no_investment"
"31036","not_working","hs_grad","married","services","White","Male","north_america","<=50K",28,55,"investor"
"31038","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",36,40,"no_investment"
"31039","not_working","bachelors","not_married","office","Black","Female","south_america","<=50K",33,40,"no_investment"
"31040","not_working","some_hs","never_married","services","White","Female","north_america","<=50K",17,12,"no_investment"
"31041","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",38,40,"no_investment"
"31042","not_working","associates","married","labor","White","Male","north_america","<=50K",60,60,"no_investment"
"31043","not_working","bachelors","married","office","White","Male","north_america",">50K",34,50,"no_investment"
"31045","not_working","no_hs","married","services","White","Male","europe","<=50K",57,40,"no_investment"
"31046","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",39,60,"no_investment"
"31047","self_emp","bachelors","married","labor","White","Male","north_america","<=50K",50,80,"no_investment"
"31048","not_working","bachelors","married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",45,40,"no_investment"
"31049","not_working","bachelors","not_married","office","White","Male","north_america","<=50K",37,35,"no_investment"
"31050","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",27,48,"no_investment"
"31051","not_working","bachelors","not_married","office","White","Female","north_america",">50K",43,45,"no_investment"
"31052","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",41,36,"no_investment"
"31053","not_working","graduate_deg","never_married","office","White","Male","north_america","<=50K",20,25,"no_investment"
"31054","not_working","graduate_deg","not_married","office","White","Female","north_america","<=50K",44,20,"no_investment"
"31055","not_working","associates","married","office","White","Male","north_america",">50K",50,50,"no_investment"
"31056","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",54,45,"no_investment"
"31057","not_working","bachelors","never_married","office","White","Female","north_america",">50K",31,60,"investor"
"31058","not_working","hs_grad","never_married","office","White","Female","south_america","<=50K",33,35,"no_investment"
"31059","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",22,50,"no_investment"
"31060","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",46,40,"no_investment"
"31061","not_working","bachelors","married","office","Asian-Pac-Islander","Female","asia_and_pacific",">50K",30,40,"no_investment"
"31064","self_emp","hs_grad","not_married","office","White","Male","north_america","<=50K",57,25,"no_investment"
"31065","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",26,40,"no_investment"
"31066","government_emp","associates","married","defense","White","Male","north_america",">50K",52,40,"no_investment"
"31067","government_emp","graduate_deg","not_married","office","White","Female","north_america","<=50K",55,45,"no_investment"
"31068","not_working","bachelors","married","office","White","Male","north_america",">50K",47,40,"no_investment"
"31069","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",19,40,"no_investment"
"31070","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",26,40,"no_investment"
"31071","not_working","associates","not_married","office","White","Female","north_america",">50K",44,40,"no_investment"
"31072","not_working","graduate_deg","never_married","office","White","Male","north_america",">50K",42,40,"no_investment"
"31073","not_working","hs_grad","married","office","White","Male","north_america","<=50K",39,60,"no_investment"
"31075","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",26,50,"no_investment"
"31076","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",26,20,"no_investment"
"31077","private","graduate_deg","married","office","White","Male","north_america","<=50K",50,55,"no_investment"
"31078","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",46,50,"no_investment"
"31079","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",18,20,"investor"
"31080","not_working","bachelors","never_married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",26,60,"no_investment"
"31081","not_working","bachelors","married","office","White","Male","north_america",">50K",32,40,"investor"
"31082","not_working","no_hs","married","services","White","Female","south_america","<=50K",50,34,"no_investment"
"31083","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",47,40,"no_investment"
"31084","not_working","hs_grad","married","services","White","Female","north_america","<=50K",52,25,"no_investment"
"31085","government_emp","hs_grad","married","office","White","Male","north_america",">50K",25,40,"no_investment"
"31086","government_emp","some_hs","married","labor","White","Male","north_america","<=50K",42,40,"no_investment"
"31087","not_working","hs_grad","married","office","White","Male","north_america","<=50K",53,45,"no_investment"
"31088","not_working","hs_grad","never_married","services","Amer-Indian-Eskimo","Female","north_america","<=50K",30,8,"no_investment"
"31089","not_working","no_hs","never_married","labor","White","Male","south_america","<=50K",23,36,"no_investment"
"31090","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",23,30,"no_investment"
"31091","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",32,60,"no_investment"
"31092","private","hs_grad","not_married","office","White","Male","north_america","<=50K",29,25,"no_investment"
"31093","not_working","associates","married","services","White","Male","north_america","<=50K",40,40,"no_investment"
"31094","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",45,40,"no_investment"
"31096","not_working","bachelors","married","office","White","Male","north_america",">50K",55,40,"no_investment"
"31097","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",59,40,"no_investment"
"31098","not_working","associates","married","office","White","Male","north_america",">50K",56,40,"investor"
"31099","not_working","some_hs","never_married","labor","White","Male","north_america","<=50K",23,50,"no_investment"
"31100","government_emp","hs_grad","married","defense","White","Male","north_america","<=50K",37,40,"no_investment"
"31101","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",25,48,"no_investment"
"31103","not_working","some_hs","never_married","service","White","Female","south_america","<=50K",27,24,"no_investment"
"31104","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",21,40,"no_investment"
"31105","government_emp","hs_grad","married","labor","White","Male","north_america",">50K",47,40,"investor"
"31106","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",38,60,"no_investment"
"31107","government_emp","graduate_deg","not_married","office","White","Female","north_america",">50K",62,33,"investor"
"31108","not_working","hs_grad","married","office","White","Male","north_america","<=50K",27,40,"no_investment"
"31110","not_working","hs_grad","never_married","services","Black","Female","north_america","<=50K",27,40,"no_investment"
"31111","not_working","hs_grad","married","office","White","Female","north_america",">50K",40,40,"no_investment"
"31112","self_emp","hs_grad","never_married","office","Black","Male","north_america",">50K",22,55,"investor"
"31113","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",33,60,"no_investment"
"31114","not_working","associates","married","office","White","Female","north_america","<=50K",28,5,"no_investment"
"31115","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",28,40,"no_investment"
"31116","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",29,55,"no_investment"
"31117","not_working","some_hs","not_married","office","White","Female","north_america","<=50K",46,40,"no_investment"
"31118","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",30,40,"no_investment"
"31120","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",28,40,"no_investment"
"31121","not_working","bachelors","married","office","White","Male","north_america","<=50K",39,40,"no_investment"
"31122","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",35,40,"no_investment"
"31123","not_working","hs_grad","married","office","White","Female","north_america","<=50K",50,39,"no_investment"
"31125","not_working","some_hs","not_married","services","White","Female","north_america","<=50K",63,20,"no_investment"
"31126","not_working","associates","married","labor","White","Male","north_america",">50K",56,48,"no_investment"
"31127","not_working","hs_grad","married","office","White","Male","north_america",">50K",46,40,"no_investment"
"31128","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",19,30,"no_investment"
"31129","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",56,35,"no_investment"
"31130","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",31,15,"no_investment"
"31131","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",51,40,"no_investment"
"31132","not_working","some_hs","never_married","office","White","Male","north_america","<=50K",17,5,"no_investment"
"31133","government_emp","hs_grad","never_married","defense","Asian-Pac-Islander","Female","north_america","<=50K",27,40,"no_investment"
"31134","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",30,45,"no_investment"
"31135","not_working","hs_grad","never_married","defense","White","Female","north_america","<=50K",18,20,"no_investment"
"31136","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",41,40,"investor"
"31137","government_emp","graduate_deg","married","office","White","Female","north_america",">50K",40,40,"no_investment"
"31138","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",35,50,"no_investment"
"31139","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",29,10,"no_investment"
"31140","not_working","bachelors","married","office","White","Male","north_america",">50K",27,55,"investor"
"31141","not_working","some_hs","never_married","labor","White","Male","north_america","<=50K",25,50,"investor"
"31142","not_working","no_hs","not_married","services","Black","Female","south_america","<=50K",53,40,"no_investment"
"31143","not_working","bachelors","married","services","White","Male","north_america","<=50K",53,35,"no_investment"
"31144","self_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",26,50,"no_investment"
"31145","not_working","bachelors","married","office","White","Male","north_america","<=50K",41,70,"no_investment"
"31146","not_working","hs_grad","married","office","White","Male","north_america","<=50K",28,70,"no_investment"
"31147","self_emp","graduate_deg","not_married","office","White","Male","north_america","<=50K",48,60,"no_investment"
"31148","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",22,30,"no_investment"
"31149","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",40,40,"investor"
"31150","private","bachelors","married","office","White","Male","south_america",">50K",52,60,"investor"
"31151","government_emp","graduate_deg","not_married","office","Black","Female","north_america","<=50K",53,35,"investor"
"31152","not_working","hs_grad","married","labor","White","Male","north_america",">50K",40,50,"investor"
"31153","not_working","associates","not_married","labor","White","Male","north_america","<=50K",57,75,"no_investment"
"31154","self_emp","associates","not_married","labor","White","Male","europe","<=50K",53,40,"no_investment"
"31155","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",23,8,"no_investment"
"31156","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"31157","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",20,28,"no_investment"
"31158","not_working","graduate_deg","never_married","office","White","Female","north_america","<=50K",25,20,"no_investment"
"31159","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",37,40,"no_investment"
"31160","not_working","hs_grad","married","labor","White","Male","north_america",">50K",50,40,"no_investment"
"31161","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",34,35,"no_investment"
"31162","not_working","bachelors","married","office","White","Male","north_america",">50K",37,50,"no_investment"
"31163","not_working","bachelors","married","office","White","Male","north_america",">50K",52,45,"no_investment"
"31164","self_emp","associates","married","labor","White","Male","north_america","<=50K",29,90,"no_investment"
"31165","not_working","hs_grad","married","office","White","Male","north_america",">50K",49,40,"investor"
"31166","not_working","hs_grad","married","services","White","Female","north_america","<=50K",31,40,"no_investment"
"31167","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",47,40,"no_investment"
"31168","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",51,70,"no_investment"
"31169","not_working","hs_grad","married","office","White","Female","north_america","<=50K",27,50,"no_investment"
"31170","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",23,40,"no_investment"
"31171","not_working","hs_grad","married","office","White","Male","north_america","<=50K",55,46,"no_investment"
"31172","not_working","hs_grad","married","office","White","Male","north_america",">50K",28,50,"no_investment"
"31173","government_emp","bachelors","never_married","office","White","Female","europe","<=50K",31,40,"no_investment"
"31174","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",30,40,"no_investment"
"31175","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",23,60,"no_investment"
"31176","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",19,50,"no_investment"
"31177","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",22,25,"no_investment"
"31178","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",50,25,"no_investment"
"31180","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",21,35,"no_investment"
"31181","private","hs_grad","not_married","office","White","Male","north_america",">50K",75,40,"no_investment"
"31182","not_working","hs_grad","never_married","labor","Asian-Pac-Islander","Male","europe","<=50K",29,40,"no_investment"
"31183","not_working","hs_grad","married","labor","White","Male","north_america",">50K",47,40,"no_investment"
"31184","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",20,40,"no_investment"
"31185","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",33,40,"no_investment"
"31186","not_working","graduate_deg","married","office","Asian-Pac-Islander","Male","asia_and_pacific",">50K",45,45,"no_investment"
"31187","not_working","associates","not_married","office","White","Female","north_america","<=50K",41,43,"no_investment"
"31188","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",23,40,"no_investment"
"31189","not_working","bachelors","married","office","White","Male","north_america",">50K",38,50,"investor"
"31190","self_emp","hs_grad","married","defense","White","Male","north_america",">50K",67,41,"no_investment"
"31191","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",21,35,"no_investment"
"31192","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",38,45,"no_investment"
"31193","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"31195","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",59,40,"no_investment"
"31196","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",36,40,"no_investment"
"31197","government_emp","hs_grad","not_married","office","White","Male","north_america","<=50K",50,40,"no_investment"
"31198","private","some_hs","married","labor","White","Male","north_america","<=50K",60,40,"no_investment"
"31199","not_working","graduate_deg","married","office","White","Male","north_america",">50K",30,45,"no_investment"
"31200","private","bachelors","never_married","office","White","Male","north_america","<=50K",28,50,"no_investment"
"31201","not_working","hs_grad","married","labor","White","Male","north_america",">50K",36,60,"no_investment"
"31203","not_working","hs_grad","married","services","White","Male","europe","<=50K",27,40,"no_investment"
"31204","not_working","some_hs","never_married","services","White","Female","north_america","<=50K",18,20,"no_investment"
"31205","government_emp","hs_grad","married","office","White","Male","north_america",">50K",44,40,"investor"
"31206","not_working","no_hs","married","services","Black","Male","north_america","<=50K",56,40,"no_investment"
"31207","private","bachelors","married","defense","Black","Male","north_america",">50K",51,40,"no_investment"
"31208","not_working","bachelors","married","office","White","Male","europe",">50K",48,45,"no_investment"
"31209","not_working","associates","married","office","White","Male","north_america","<=50K",31,45,"no_investment"
"31210","not_working","associates","never_married","labor","White","Male","north_america","<=50K",35,40,"no_investment"
"31211","not_working","hs_grad","not_married","services","White","Male","north_america","<=50K",35,40,"no_investment"
"31212","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",36,40,"no_investment"
"31213","self_emp","associates","married","labor","White","Male","north_america","<=50K",47,65,"investor"
"31214","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",23,25,"no_investment"
"31215","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",21,20,"no_investment"
"31216","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",49,60,"no_investment"
"31217","private","graduate_deg","married","office","White","Male","north_america",">50K",51,60,"investor"
"31218","not_working","associates","married","labor","White","Male","north_america","<=50K",46,40,"no_investment"
"31219","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,45,"investor"
"31220","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",27,40,"no_investment"
"31222","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",48,40,"no_investment"
"31223","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",30,40,"no_investment"
"31224","government_emp","bachelors","not_married","office","White","Male","north_america","<=50K",29,50,"no_investment"
"31225","government_emp","graduate_deg","never_married","office","White","Female","north_america","<=50K",50,50,"no_investment"
"31226","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",18,35,"no_investment"
"31227","not_working","hs_grad","married","office","White","Male","north_america",">50K",37,55,"investor"
"31228","self_emp","hs_grad","married","office","White","Male","north_america",">50K",51,60,"no_investment"
"31229","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,47,"no_investment"
"31230","not_working","associates","not_married","office","Black","Male","north_america",">50K",29,40,"investor"
"31231","not_working","some_hs","married","labor","White","Male","north_america","<=50K",39,40,"investor"
"31232","not_working","hs_grad","married","office","Black","Male","north_america",">50K",48,40,"no_investment"
"31233","not_working","bachelors","married","office","White","Male","north_america",">50K",44,50,"investor"
"31234","not_working","some_hs","married","labor","White","Male","north_america","<=50K",39,40,"no_investment"
"31235","government_emp","some_hs","never_married","services","White","Male","north_america","<=50K",22,35,"no_investment"
"31237","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",42,40,"no_investment"
"31238","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",18,33,"no_investment"
"31239","not_working","hs_grad","married","office","White","Female","north_america","<=50K",27,25,"no_investment"
"31240","not_working","some_hs","not_married","labor","Black","Female","north_america","<=50K",51,40,"no_investment"
"31241","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",27,40,"no_investment"
"31242","self_emp","some_hs","married","labor","White","Male","north_america","<=50K",60,50,"no_investment"
"31243","not_working","no_hs","married","services","White","Male","europe","<=50K",36,40,"no_investment"
